Creation Date,System Registration,program_name_DC,Unique Record ID
3/19/2021,Dynamics,Tax Clinic,1af5970c-be8a-40de-ad5a-fe6fc6fa9b55
2/28/2021,Dynamics,Tax Clinic,ffbbb45e-6479-eb11-b1ab-000d3a0c8c6d
8/27/2021,Dynamics,Tax Clinic,f5f7c62d-314c-4358-967d-3da777742e00
7/6/2024,Dynamics,Tax Clinic,0431e0b5-4a3b-ef11-a317-002248b2cb9d
9/27/2021,Dynamics,Tax Clinic,33d5c7d3-4be2-40b0-ab9f-1b0059f35cd8
9/27/2021,Dynamics,Tax Clinic,e518d85b-f318-4bee-a60b-5b9bdd8abb76
9/27/2021,Dynamics,Tax Clinic,d8973914-6c70-42ee-9e24-5e82bc3c22cd
9/27/2021,Dynamics,Tax Clinic,4e33ae92-4753-4d64-9c44-9831851f63ea
8/18/2021,Dynamics,Tax Clinic,28752024-04d3-461c-87cd-254802bd7362
10/2/2023,Dynamics,Tax Clinic,891ac8f0-37a4-425b-9001-0498093775f2
2/15/2023,Dynamics,Tax Clinic,81cd56dc-7f1e-4d41-ab9d-4a2b14c6c70a
2/15/2023,Dynamics,Tax Clinic,4d321f44-d8af-4819-a3ac-4d47b2199e43
2/13/2023,Dynamics,Tax Clinic,60481156-18d9-446c-beee-b213641e3d7c
2/28/2021,Dynamics,Tax Clinic,6bafb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,b1a3b45e-6479-eb11-b1ab-000d3a0c8c6d
2/27/2021,Dynamics,Tax Clinic,9a99cdda-2679-eb11-b1ab-000d3a0c0477
2/28/2021,Dynamics,Tax Clinic,3b9eb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,53bab45e-6479-eb11-b1ab-000d3a0c8c6d
4/5/2021,Dynamics,Tax Clinic,443d5290-24a9-4e98-bda0-ecd653e79f62
2/28/2021,Dynamics,Tax Clinic,e5b8b45e-6479-eb11-b1ab-000d3a0c8c6d
6/6/2023,Dynamics,Tax Clinic,8d60a859-45cf-47a4-b134-67dd52275626
6/6/2023,Dynamics,Tax Clinic,1b87aa40-b749-4fe5-b4d2-de8a2b8fd55d
9/26/2022,Dynamics,Tax Clinic,233fde81-4290-4a7f-80ed-889742adde35
3/22/2021,Dynamics,Tax Clinic,3f93cea7-c76b-4026-a77a-e01e7b53854e
2/28/2021,Dynamics,Tax Clinic,7bacb45e-6479-eb11-b1ab-000d3a0c8c6d
2/27/2021,Dynamics,Tax Clinic,6fad4203-2779-eb11-b1ab-000d3a0c0477
1/2/2024,Dynamics,Tax Clinic,58470f74-39cc-4cd9-96a6-4a75dc1f687b
2/14/2024,Dynamics,Tax Clinic,da9d2ec5-2964-4da7-be57-601d0e23cca1
2/15/2024,Dynamics,Tax Clinic,d69558a8-9ca3-4f9c-95e2-686c06089d75
7/4/2024,Dynamics,Tax Clinic,0f87e473-ad29-44a3-9185-a088941cd413
2/15/2024,Dynamics,Tax Clinic,c1046231-df18-489e-bd1c-a3dade7a4c66
3/21/2024,Dynamics,Tax Clinic,d97e2a1e-a229-44c3-bebf-c25cb3a7de8f
7/4/2024,Dynamics,Tax Clinic,683381ee-61d2-4ee9-8b30-fc0b227ee0e7
1/22/2024,Dynamics,Tax Clinic,235b39e0-83d9-4dbe-afed-0a54fd5530d4
12/29/2023,Dynamics,Tax Clinic,b17eafa1-e840-4903-8f12-6c0939c18c95
1/2/2024,Dynamics,Tax Clinic,e3566a55-cb72-4f55-aa4e-af5b9f61b482
1/2/2024,Dynamics,Tax Clinic,8d70e3da-c2c0-47f4-877a-f4dc93619ae4
1/2/2024,Dynamics,Tax Clinic,2e8b45a0-a583-496e-86c8-6dad9a81ea0b
1/2/2024,Dynamics,Tax Clinic,865aef6f-4086-4540-8692-ecfaa7e65674
4/3/2023,Dynamics,Tax Clinic,82f941ff-63a3-492a-9749-05665192bab2
1/24/2022,Dynamics,Tax Clinic,0b28da2a-f430-460f-90f5-d8f2ac941877
10/25/2021,Dynamics,Tax Clinic,9e3c2295-97c3-4d01-bae4-2a4fd6c9ce20
3/14/2024,Dynamics,Tax Clinic,1d734c3a-1236-49aa-b120-73044893ff04
12/14/2021,Dynamics,Tax Clinic,714cdb97-3515-48da-8562-a401f674f8e1
7/14/2021,Dynamics,Tax Clinic,2944ec72-8195-49e2-ae63-0392d52fd700
9/14/2021,Dynamics,Tax Clinic,39af3e7a-90f0-4a20-8a98-8f13e4dbbe29
8/10/2023,Dynamics,Tax Clinic,3aa5aa84-346a-40ff-855d-dbdbf8d643d5
5/21/2021,Dynamics,Tax Clinic,4f89347b-2564-42c6-865f-147b03aeb833
3/24/2021,Dynamics,Tax Clinic,a27d9e69-1eb9-49f6-8a55-6dbaa50e2e71
11/29/2022,Dynamics,Tax Clinic,d92dfc49-e9bf-4e1a-b8b8-cc2228b49c25
2/28/2021,Dynamics,Tax Clinic,bfb9b45e-6479-eb11-b1ab-000d3a0c8c6d
10/14/2021,Dynamics,Tax Clinic,e8c0c324-68bc-4c08-8843-a7d3d2f67d41
2/28/2021,Dynamics,Tax Clinic,a3bab45e-6479-eb11-b1ab-000d3a0c8c6d
4/10/2024,Dynamics,Tax Clinic,6b26b11b-6cd8-45ce-90ec-231b31ba1828
1/11/2024,Dynamics,Tax Clinic,f944bada-a1c2-4b17-ae7f-ebb1dedd3c49
2/27/2021,Dynamics,Tax Clinic,9ee2a329-2779-eb11-b1ab-000d3a0c0477
5/16/2024,Dynamics,Tax Clinic,4832214e-f924-4e90-9c23-9d3d19257d0e
1/19/2024,Dynamics,Tax Clinic,0a702e52-9371-433e-9cb5-cc03b6c87052
2/28/2021,Dynamics,Tax Clinic,b59db45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,11a0b45e-6479-eb11-b1ab-000d3a0c8c6d
7/18/2022,Dynamics,Tax Clinic,c8c8f2e3-540b-446a-9b8a-5bab2399fe5f
1/17/2022,Dynamics,Tax Clinic,42c0736e-74b8-443c-b347-66f2ecf48287
2/27/2021,Dynamics,Tax Clinic,50f9a329-2779-eb11-b1ab-000d3a0c0477
5/6/2022,Dynamics,Tax Clinic,0375ddd8-74a0-4585-8e9f-7e6a059952e7
6/14/2024,Dynamics,Tax Clinic,9160b2fe-1ca2-468d-a16b-a35470b62bb3
3/23/2021,Dynamics,Tax Clinic,9e46142e-ee39-4022-8f7e-325680a9bc2a
9/16/2021,Dynamics,Tax Clinic,09138758-560f-452d-bb66-5990d192aa4c
9/16/2021,Dynamics,Tax Clinic,c474b7ea-c865-458b-843c-d7a92c1ccaba
4/20/2022,Dynamics,Tax Clinic,93fa5e4d-a8bb-4fce-b991-13d86617fa12
9/16/2021,Dynamics,Tax Clinic,bc9decf7-ae63-48c2-9dbb-5553cc588a0c
7/6/2023,Dynamics,Tax Clinic,825b04d8-897f-4c29-a438-03e4c79ca73c
7/6/2023,Dynamics,Tax Clinic,ab1ab74f-50d8-4ed2-856a-33a985ba9975
5/27/2021,Dynamics,Tax Clinic,06b9466c-67d9-49d0-9cb7-d4ad757de273
3/28/2024,Dynamics,Tax Clinic,6cf2561f-5505-4d81-9bd3-1ec3489796c9
3/23/2023,Dynamics,Tax Clinic,9e12a6fe-98a3-4e91-b0e1-e4adbc98ffe5
3/7/2024,Dynamics,Tax Clinic,63c01a8a-a8f0-4c71-8e97-ec38ebdff916
8/9/2023,Dynamics,Tax Clinic,2c0abeb2-4ac0-4aff-be3b-837f8929abad
2/27/2021,Dynamics,Tax Clinic,786d6af0-3179-eb11-b1ab-000d3a0c8c6d
6/20/2022,Dynamics,Tax Clinic,b6d77a93-f354-428e-839d-05b40fd51b2a
6/20/2022,Dynamics,Tax Clinic,5917d4f8-b7b1-4616-85ed-f0e8b9f94231
7/20/2023,Dynamics,Tax Clinic,1d3b94ab-fdb2-4adf-a72b-f3e3091586e4
2/28/2021,Dynamics,Tax Clinic,09a9b45e-6479-eb11-b1ab-000d3a0c8c6d
11/9/2021,Dynamics,Tax Clinic,9b5546a4-8ad2-40ff-affc-187a204cf63e
3/31/2021,Dynamics,Tax Clinic,621c2850-32b3-4239-8946-8b271017c1c3
8/18/2021,Dynamics,Tax Clinic,63d60f9f-599c-4568-92b2-3a8529b9cbf9
5/25/2022,Dynamics,Tax Clinic,14bc4c76-b669-4193-a4f1-fd867ce727fc
3/11/2021,Dynamics,Tax Clinic,b2fe7761-1c82-eb11-b1ab-000d3a0c2b5d
2/28/2021,Dynamics,Tax Clinic,9bbcb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,79aeb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,e5b4b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,31b5b45e-6479-eb11-b1ab-000d3a0c8c6d
4/27/2021,Dynamics,Tax Clinic,6f57725c-3872-436d-9597-7e8c2f86b25c
2/28/2021,Dynamics,Tax Clinic,f99eb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,c5b9b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,9facb45e-6479-eb11-b1ab-000d3a0c8c6d
1/20/2023,Dynamics,Tax Clinic,fbe2c5d8-29c4-4ff2-91d2-694ba977e531
2/28/2021,Dynamics,Tax Clinic,61b2b45e-6479-eb11-b1ab-000d3a0c8c6d
8/8/2022,Dynamics,Tax Clinic,04625475-b279-4cb5-877e-7cc7a60ee7b5
2/28/2021,Dynamics,Tax Clinic,27b1b45e-6479-eb11-b1ab-000d3a0c8c6d
3/17/2022,Dynamics,Tax Clinic,0f7b576d-144e-4f1d-bc85-4962cf918126
2/28/2021,Dynamics,Tax Clinic,a1a4b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,ebb0b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,c1b4b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,9bbab45e-6479-eb11-b1ab-000d3a0c8c6d
3/30/2021,Dynamics,Tax Clinic,ba673eb0-1f9a-4021-a616-6b22c554af55
2/28/2021,Dynamics,Tax Clinic,d1a1b45e-6479-eb11-b1ab-000d3a0c8c6d
3/3/2023,Dynamics,Tax Clinic,a9196853-e26c-4680-bbe4-1868d7807d2e
12/1/2022,Dynamics,Tax Clinic,d346232d-211a-41b6-a67a-18dea0de83af
12/1/2022,Dynamics,Tax Clinic,3110f663-c979-475a-b7d3-2cbc3e836619
3/3/2023,Dynamics,Tax Clinic,faf79655-2e24-4d0a-ae25-864d8826fd8c
3/3/2023,Dynamics,Tax Clinic,e13cd25f-cdce-4abe-b07d-a2ee2c26f320
7/14/2021,Dynamics,Tax Clinic,ed1d8d46-3c1a-4e9b-95b7-552ad91a8c16
6/1/2021,Dynamics,Tax Clinic,15d576f1-5ae5-4842-bc09-7d13bcc1f53a
7/14/2021,Dynamics,Tax Clinic,9b193182-e2b1-42e0-9778-b7ba68d791c5
7/13/2021,Dynamics,Tax Clinic,7d3b9cdf-8539-4fd4-b739-e71ddd968446
9/15/2022,Dynamics,Tax Clinic,b74e0365-54c5-4aca-b1c0-df68aceaa59e
2/28/2021,Dynamics,Tax Clinic,c3aeb45e-6479-eb11-b1ab-000d3a0c8c6d
3/28/2024,Dynamics,Tax Clinic,d580b9a6-b51e-41b5-8c0e-3e06dd4d48cc
3/21/2024,Dynamics,Tax Clinic,d56e37b7-b136-4e36-960a-e7c1c6ea19ca
2/28/2021,Dynamics,Tax Clinic,43a7b45e-6479-eb11-b1ab-000d3a0c8c6d
7/15/2021,Dynamics,Tax Clinic,7a91e0a8-2e41-48f1-b0b6-e078b6675173
6/30/2021,Dynamics,Tax Clinic,253a8318-03ee-4aaf-9572-50051067f0ad
2/28/2021,Dynamics,Tax Clinic,aeeee085-6f79-eb11-b1ab-000d3a0c2b5d
6/9/2021,Dynamics,Tax Clinic,0cc1370e-5138-4b35-9059-c4d9c1997b60
2/28/2021,Dynamics,Tax Clinic,75a4b45e-6479-eb11-b1ab-000d3a0c8c6d
10/7/2022,Dynamics,Tax Clinic,abac128d-ea45-4918-b6b2-1963b5310865
10/24/2022,Dynamics,Tax Clinic,66c3fcae-4891-486c-99db-fd055978fa4c
2/28/2021,Dynamics,Tax Clinic,75aab45e-6479-eb11-b1ab-000d3a0c8c6d
2/17/2022,Dynamics,Tax Clinic,01b2442a-b5e1-4559-9992-a3e5adead230
8/15/2021,Dynamics,Tax Clinic,84fde564-8d76-4fe9-92d9-1f2b442ef843
2/16/2022,Dynamics,Tax Clinic,5e018f64-5193-42d5-9413-62be13fe099a
1/7/2022,Dynamics,Tax Clinic,a4c7db00-3ed5-41bb-9c7f-57e3db922204
2/27/2021,Dynamics,Tax Clinic,f0f5a329-2779-eb11-b1ab-000d3a0c0477
8/2/2022,Dynamics,Tax Clinic,5b08c399-174a-4a83-9f42-25c63b502659
4/9/2021,Dynamics,Tax Clinic,696b6318-4d04-4d1d-b992-7d03f0227142
7/15/2021,Dynamics,Tax Clinic,c7b4e430-1eed-49b4-88ca-06a45069e111
6/10/2021,Dynamics,Tax Clinic,e88456cf-2e52-46e5-b957-9743f7051f3e
4/13/2021,Dynamics,Tax Clinic,2aebbe3d-49ff-47d3-a1a8-6af2ccd4a9ca
2/28/2021,Dynamics,Tax Clinic,63b9b45e-6479-eb11-b1ab-000d3a0c8c6d
3/11/2021,Dynamics,Tax Clinic,ca317261-f564-45ea-ae6f-51661aa73148
3/11/2021,Dynamics,Tax Clinic,31ff7761-1c82-eb11-b1ab-000d3a0c2b5d
2/28/2021,Dynamics,Tax Clinic,13b8b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,0bb6b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,4fb4b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,f5b9b45e-6479-eb11-b1ab-000d3a0c8c6d
4/22/2022,Dynamics,Tax Clinic,ae5e349b-8840-4c2b-a926-1833561b5dd0
2/28/2021,Dynamics,Tax Clinic,65a9b45e-6479-eb11-b1ab-000d3a0c8c6d
6/13/2024,Dynamics,Tax Clinic,6f006f0e-f98f-4627-a113-b5cffb4d3cfc
2/28/2021,Dynamics,Tax Clinic,dbb9b45e-6479-eb11-b1ab-000d3a0c8c6d
7/28/2022,Dynamics,Tax Clinic,814b80fb-7f4d-49c5-a3b3-54a9fa8d84eb
7/28/2022,Dynamics,Tax Clinic,535e8d1e-7ed5-4818-a817-5fafbbe66e4b
2/28/2021,Dynamics,Tax Clinic,e5b9b45e-6479-eb11-b1ab-000d3a0c8c6d
3/11/2021,Dynamics,Tax Clinic,e5fe7761-1c82-eb11-b1ab-000d3a0c2b5d
3/16/2022,Dynamics,Tax Clinic,daa2e880-80fb-4610-a67f-8b111624e89b
3/21/2021,Dynamics,Tax Clinic,06ede181-59e4-4bc7-920f-ac0bef8c78ae
3/10/2021,Dynamics,Tax Clinic,be8d77a0-99b9-42c4-b32b-b30146575581
2/28/2021,Dynamics,Tax Clinic,23b8b45e-6479-eb11-b1ab-000d3a0c8c6d
6/18/2021,Dynamics,Tax Clinic,a5482034-fa5e-4bcb-ba68-30183e8b7b1d
9/8/2021,Dynamics,Tax Clinic,6409a6e9-5210-ec11-b6e5-000d3ae9083b
1/9/2023,Dynamics,Tax Clinic,d25a7129-f81e-4f88-8d41-17f88449678b
8/22/2022,Dynamics,Tax Clinic,3fbe965e-fe6b-4faa-9159-9607d8ae7f74
9/9/2022,Dynamics,Tax Clinic,2d1482ae-b3cc-4759-a5fb-da7daa6b9af1
2/28/2021,Dynamics,Tax Clinic,d1b3b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,c3bab45e-6479-eb11-b1ab-000d3a0c8c6d
10/6/2022,Dynamics,Tax Clinic,8e1aca92-0011-4a53-80b7-f279faa5e037
9/8/2021,Dynamics,Tax Clinic,2509a6e9-5210-ec11-b6e5-000d3ae9083b
9/8/2021,Dynamics,Tax Clinic,2709a6e9-5210-ec11-b6e5-000d3ae9083b
10/4/2022,Dynamics,Tax Clinic,70f2dd2c-eade-4cd7-90d0-9933c40e2782
10/4/2022,Dynamics,Tax Clinic,4e0efb50-84a1-4f48-b2fe-dc0b9486ea7d
2/28/2021,Dynamics,Tax Clinic,25afb45e-6479-eb11-b1ab-000d3a0c8c6d
6/22/2022,Dynamics,Tax Clinic,960a38b4-c93a-4f7a-89ae-19aa39717069
6/22/2022,Dynamics,Tax Clinic,b5c9a369-a666-411e-a035-9a81677424c2
7/7/2022,Dynamics,Tax Clinic,5418e858-0f0a-4df8-ba1e-ea7d3aca409c
2/28/2021,Dynamics,Tax Clinic,f9124bb2-6f79-eb11-b1ab-000d3a0c2b5d
2/28/2021,Dynamics,Tax Clinic,fda7b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,83a4b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,67a9b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,09b1b45e-6479-eb11-b1ab-000d3a0c8c6d
4/2/2024,Dynamics,Tax Clinic,3158cbca-407f-4ebf-adbc-982b1a67d3c5
11/23/2023,Dynamics,Tax Clinic,bafb47d1-dc99-4696-a607-2d982b001364
11/9/2022,Dynamics,Tax Clinic,87d1cece-6442-4aba-a1bf-11b0c3d8f80e
2/24/2022,Dynamics,Tax Clinic,f4ff4bce-a0b0-4e7a-9f9e-92d1ca57d1fc
2/2/2022,Dynamics,Tax Clinic,5996d00d-820d-489d-bb82-8562cf3507a0
4/29/2021,Dynamics,Tax Clinic,a101ef34-6ff9-4fd4-b90b-c83f44767bbb
2/28/2021,Dynamics,Tax Clinic,1b9fb45e-6479-eb11-b1ab-000d3a0c8c6d
11/29/2022,Dynamics,Tax Clinic,b94ac035-ba92-492f-89ae-16fbf7584ada
5/28/2024,Dynamics,Tax Clinic,0a7ff292-4b0e-419b-8d30-2ecf324b62d7
5/28/2024,Dynamics,Tax Clinic,9be084c2-e1f4-4bb7-b3c2-d0ab6547824c
8/3/2022,Dynamics,Tax Clinic,9f0f0a9a-f086-4322-84d9-7fd759c6190c
8/3/2022,Dynamics,Tax Clinic,b0840ea2-a777-495b-b849-9caab22e79a3
7/27/2023,Dynamics,Tax Clinic,d2688bc2-f11a-4e0c-90d7-10fed3ffc0f9
2/28/2021,Dynamics,Tax Clinic,2fb4b45e-6479-eb11-b1ab-000d3a0c8c6d
10/4/2022,Dynamics,Tax Clinic,0a3bbcde-cb89-42d3-9063-2ebe95c99347
6/9/2021,Dynamics,Tax Clinic,b49b61bf-4a96-4cd5-b1e9-e96605e2e0ae
2/28/2021,Dynamics,Tax Clinic,6ba0b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,0ba9b45e-6479-eb11-b1ab-000d3a0c8c6d
8/10/2023,Dynamics,Tax Clinic,89a5bc8a-a210-4a5a-a416-09f71a09b656
2/28/2021,Dynamics,Tax Clinic,69b9b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,dfbab45e-6479-eb11-b1ab-000d3a0c8c6d
3/17/2022,Dynamics,Tax Clinic,582c7db3-1dd2-4155-b19a-840a98eaa688
4/28/2021,Dynamics,Tax Clinic,ad342819-339f-4872-9a77-c268115c34df
8/13/2021,Dynamics,Tax Clinic,4967a174-d0fb-4bd3-92cd-f68432265a26
4/11/2022,Dynamics,Tax Clinic,d908986b-9596-4a49-b2c7-892ffe0f23c6
1/9/2024,Dynamics,Tax Clinic,e759b670-32bc-4cff-ab1d-f8818d8e8e8b
6/3/2021,Dynamics,Tax Clinic,f82e7f4d-3f44-4daf-a451-1f0e25915b29
4/22/2021,Dynamics,Tax Clinic,314390c3-05c4-4d41-96e4-5e427e001610
4/21/2021,Dynamics,Tax Clinic,42500a14-0673-407b-b435-a7a7376cdabc
8/4/2021,Dynamics,Tax Clinic,60118369-9477-4c3c-bd56-288a0a3d151c
4/21/2021,Dynamics,Tax Clinic,86104681-4623-46d4-9629-8a446b2b86e3
1/7/2022,Dynamics,Tax Clinic,58c2a1b6-466c-48d2-8c80-780637ea8079
8/25/2021,Dynamics,Tax Clinic,5ae0a7f9-5a8a-4427-a0ce-6e11ac20608a
8/25/2021,Dynamics,Tax Clinic,ab41be7a-fa30-4c62-935a-b54b2746194e
7/9/2021,Dynamics,Tax Clinic,9129c7c1-e60a-4082-a924-70a6aed0d57f
7/18/2022,Dynamics,Tax Clinic,93f66b17-943e-47e3-93c5-2e3bce333152
2/27/2021,Dynamics,Tax Clinic,c6a74203-2779-eb11-b1ab-000d3a0c0477
2/28/2021,Dynamics,Tax Clinic,05a3b45e-6479-eb11-b1ab-000d3a0c8c6d
2/2/2023,Dynamics,Tax Clinic,6404cfa6-9913-40fb-99a2-bb27ce583c48
2/27/2021,Dynamics,Tax Clinic,bb70f54e-2779-eb11-b1ab-000d3a0c0477
5/31/2021,Dynamics,Tax Clinic,6f6e7527-5a1d-41a0-9810-494f9c03b2b4
12/7/2021,Dynamics,Tax Clinic,a2608a9c-13d6-4bc4-9d60-2e37d2f0c6f5
2/28/2021,Dynamics,Tax Clinic,09aab45e-6479-eb11-b1ab-000d3a0c8c6d
12/9/2021,Dynamics,Tax Clinic,bc51f31a-050c-4249-a0ec-5c3141ce07c9
12/5/2023,Dynamics,Tax Clinic,10c08eb3-dde0-4883-8b92-4f5f2a3436d7
1/27/2022,Dynamics,Tax Clinic,7550b8b5-d82a-4d75-9073-6fa48b836a4b
5/27/2021,Dynamics,Tax Clinic,db083f88-8725-414f-8aaa-bd52b6e7b643
10/19/2022,Dynamics,Tax Clinic,04c2d3ce-b40f-4915-bf52-6b038f21e52e
3/10/2021,Dynamics,Tax Clinic,6408aec7-ede4-43e7-b304-590c7f632670
5/26/2022,Dynamics,Tax Clinic,471b3abf-310e-45cb-98c6-66b51aabeadd
7/9/2021,Dynamics,Tax Clinic,0fa80de5-c1bc-44e9-ae8a-8504f2edde31
6/4/2024,Dynamics,Tax Clinic,c197dea5-bd31-4b60-8577-38939b0b63eb
2/27/2023,Dynamics,Tax Clinic,2a8f76e0-1210-4711-a711-a273fdf4c070
8/19/2021,Dynamics,Tax Clinic,f00aac14-65b9-42da-8789-0573b29b84f1
4/6/2021,Dynamics,Tax Clinic,1a059539-f975-43dc-9eb8-7ba5cac7da12
6/21/2024,Dynamics,Tax Clinic,b60335ca-bde2-4250-85cd-532974b892c9
1/13/2022,Dynamics,Tax Clinic,128e5d03-af9c-4dec-ad4f-13ba0c650346
1/17/2022,Dynamics,Tax Clinic,ce099d7f-24ab-4365-bc2e-fb9fbe210e0a
4/18/2024,Dynamics,Tax Clinic,90c2eb81-5c48-4811-afcc-2ac51a2b3301
2/28/2021,Dynamics,Tax Clinic,45a9b45e-6479-eb11-b1ab-000d3a0c8c6d
9/8/2021,Dynamics,Tax Clinic,dc489eef-5210-ec11-b6e5-000d3ae9083b
4/17/2023,Dynamics,Tax Clinic,af7072f6-0c69-4430-92f1-4ce4f581e2e4
2/28/2021,Dynamics,Tax Clinic,95bcb45e-6479-eb11-b1ab-000d3a0c8c6d
3/8/2021,Dynamics,Tax Clinic,bddf1cd5-d1ee-4bcc-a6df-12de2b01702f
8/31/2021,Dynamics,Tax Clinic,34284dc1-6399-4871-9311-ebb04f8c544a
2/28/2021,Dynamics,Tax Clinic,6ba2b45e-6479-eb11-b1ab-000d3a0c8c6d
10/10/2023,Dynamics,Tax Clinic,e69e13a3-4157-45dc-b1e1-6ee885189338
10/3/2022,Dynamics,Tax Clinic,893fd0b2-831b-4fa3-a88f-51fc7edbf858
2/27/2021,Dynamics,Tax Clinic,08646af0-3179-eb11-b1ab-000d3a0c8c6d
2/27/2021,Dynamics,Tax Clinic,9a5ef54e-2779-eb11-b1ab-000d3a0c0477
1/24/2023,Dynamics,Tax Clinic,7a89ad12-3825-4e63-9865-a75163fa636e
2/28/2021,Dynamics,Tax Clinic,05a7b45e-6479-eb11-b1ab-000d3a0c8c6d
5/5/2021,Dynamics,Tax Clinic,d5bfea9d-e088-4943-a04a-034abcb43c40
10/31/2022,Dynamics,Tax Clinic,bcac2a4b-bb0d-469d-860c-c5e81900a20f
2/28/2021,Dynamics,Tax Clinic,97b5b45e-6479-eb11-b1ab-000d3a0c8c6d
5/31/2024,Dynamics,Tax Clinic,e67f49bf-c9b3-44c3-92bc-83981bbce746
3/10/2022,Dynamics,Tax Clinic,b7073270-8b14-4d16-a8bc-2384c7002e46
3/8/2022,Dynamics,Tax Clinic,d1c2da48-22fc-47d7-b0b3-3a3d3b891604
8/31/2021,Dynamics,Tax Clinic,1eaffdeb-19de-4a24-8b48-b52f68d04b29
3/7/2022,Dynamics,Tax Clinic,11e3f174-07ff-40d6-8721-6c2c7a71f753
3/7/2022,Dynamics,Tax Clinic,e7d4d38a-c0f4-42cb-bc05-a74d4e8643f1
11/28/2022,Dynamics,Tax Clinic,626b548c-120b-4c23-8de9-b902acc63914
8/27/2021,Dynamics,Tax Clinic,9d266abd-cfe6-48f8-948c-349cc4c740f2
4/22/2021,Dynamics,Tax Clinic,466a574a-e43e-46f2-ae84-020b8ddd1330
4/22/2021,Dynamics,Tax Clinic,97e0e780-7bc3-4a26-b55f-32c7f6290ac8
4/22/2021,Dynamics,Tax Clinic,7fdb15f6-836d-43a2-ba6e-49f9f8d12389
4/22/2021,Dynamics,Tax Clinic,f3ecafa8-08c2-4a67-8efe-f6e46a8b65c1
9/28/2022,Dynamics,Tax Clinic,104df1bc-b6e2-41f7-959a-0a642db2e8fc
2/13/2024,Dynamics,Tax Clinic,68199255-7bad-460c-9a94-b744f7ebdb03
4/26/2024,Dynamics,Tax Clinic,f1202257-f1d7-4daa-a88c-abca2a4cb84a
3/8/2021,Dynamics,Tax Clinic,2ccdaec2-5480-eb11-b1ab-000d3a0c2b5d
2/28/2021,Dynamics,Tax Clinic,87a3b45e-6479-eb11-b1ab-000d3a0c8c6d
6/16/2021,Dynamics,Tax Clinic,81afe8e7-617b-4777-9e29-dc1f60ad8763
5/10/2023,Dynamics,Tax Clinic,a0ae9183-be48-4b90-b9fc-493c245dcbf4
11/11/2022,Dynamics,Tax Clinic,9a861e7f-a0c1-4750-b78c-03f80361095f
11/10/2022,Dynamics,Tax Clinic,d70e0314-1394-4a3c-bd93-61c80d851d74
2/28/2021,Dynamics,Tax Clinic,11b7b45e-6479-eb11-b1ab-000d3a0c8c6d
3/15/2023,Dynamics,Tax Clinic,ea10b89c-1ada-4452-9356-999a2f5834d9
7/9/2021,Dynamics,Tax Clinic,6f2d9205-c7a3-4e05-bcdc-496a2c877712
2/28/2022,Dynamics,Tax Clinic,3013c975-329a-4d04-9578-eb2b59fe08c4
1/25/2022,Dynamics,Tax Clinic,c5d2c7d7-33c3-492e-97dd-833d11742419
9/3/2021,Dynamics,Tax Clinic,277a5624-62ea-470b-b4bf-1a240bac31e1
1/10/2022,Dynamics,Tax Clinic,c4c6364c-a0dc-48b9-b276-99a8e70b2eef
7/11/2022,Dynamics,Tax Clinic,1305ecb6-9199-411e-87ad-de43784c6117
3/19/2024,Dynamics,Tax Clinic,ab1b4ebb-2db6-414f-8ddb-a29e8b67abd0
2/28/2021,Dynamics,Tax Clinic,31aab45e-6479-eb11-b1ab-000d3a0c8c6d
5/25/2021,Dynamics,Tax Clinic,a740d567-559f-4dbd-8d70-1057abbfc382
